"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PFIN","P & F Industries, Inc.","8.1024","29020301.2608","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pfin",
"PAGS","PagSeguro Digital Ltd.","28.86","9459442806.06","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/pags",
"PANW","Palo Alto Networks, Inc.","242.75","22753674340.75","n/a","2012","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/panw",
"TEUM","Pareteum Corporation","4.79","518006517.17","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/teum",
"PCYG","Park City Group, Inc.","7.94","157635956.3","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/pcyg",
"PKE","Park Electrochemical Corporation","16.78","340288466.24","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/pke",
"PAYC","Paycom Software, Inc.","181.03","10608273096.93","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/payc",
"PCTY","Paylocity Holding Corporation","84.49","4470867770.6","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/pcty",
"PCTI","PC-Tel, Inc.","4.78","87648675.54","n/a","1999","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pcti",
"PDFS","PDF Solutions, Inc.","12.63","407627478.09","n/a","2001","Technology","EDP Services","https://www.nasdaq.com/symbol/pdfs",
"PEGA","Pegasystems Inc.","65.12","5108185237.76","n/a","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/pega",
"PNR","Pentair plc.","42.79","7332649085.85","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pnr",
"PRFT","Perficient, Inc.","28.64","950127761.28","n/a","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/prft",
"PERI","Perion Network Ltd","2.9","75300028.3","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/peri",
"PRSP","Perspecta Inc.","20.55","3360508578.9","n/a","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/prsp",
"PLAB","Photronics, Inc.","9.41","630881734.55","n/a","1987","Technology","Semiconductors","https://www.nasdaq.com/symbol/plab",
"PHUN","Phunware, Inc.","61.5","243619150.5","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/phun",
"PHUNW","Phunware, Inc.","0.7799","0","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/phunw",
"PT","Pintec Technology Holdings Limited","11.3502","47762436.114","4208070","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/pt",
"PVTL","Pivotal Software, Inc.","22.33","5860068331.04","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/pvtl",
"PXLW","Pixelworks, Inc.","3.85","140936507.25","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/pxlw",
"PLXS","Plexus Corp.","61.11","1889156312.19","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/plxs",
"PS","Pluralsight, Inc.","29.18","4011914984.42","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ps",
"PNTR","Pointer Telocation Ltd.","14.5","117913826","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pntr",
"POWI","Power Integrations, Inc.","71.26","2059526448.28","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/powi",
"PSDO","Presidio, Inc.","15.21","1255103008.38","n/a","2017","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/psdo",
"IPDN","Professional Diversity Network, Inc.","2.25","10928133","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ipdn",
"PRGS","Progress Software Corporation","37.25","1681977373.75","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/prgs",
"PFPT","Proofpoint, Inc.","121.32","6715012501.44","n/a","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/pfpt",
"PRO","PROS Holdings, Inc.","41.55","1557105944.7","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/pro",
"PTC","PTC Inc.","91.26","10825965727.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ptc",
"PSTG","Pure Storage, Inc. ","20.55","4965223945.35","n/a","2015","Technology","Electronic Components","https://www.nasdaq.com/symbol/pstg",
"QTWO","Q2 Holdings, Inc.","68.24","2973995213.68","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qtwo",
"QADA","QAD Inc.","46.5","912642294","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","33.89","665149405.24","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qadb",
"QRVO","Qorvo, Inc.","69.09","8483461955.85","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","55.39","67038832335.27","n/a","1991","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/qcom",
"QBAK","Qualstar Corporation","5.6568","11290475.0016","n/a","2000","Technology","Electronic Components","https://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","84.58","3301856284.54","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qlys",
"QTNA","Quantenna Communications, Inc.","20.81","796215988.2","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/qtna",
"QRHC","Quest Resource Holding Corporation","1.5597","23884283.4651","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","0.72","68537540.88","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/quik",
"QUMU","Qumu Corporation","2.64","25296263.52","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qumu",
"RDCM","Radcom Ltd.","7.51","102446350.75","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/rdcm",
"RMBS","Rambus, Inc.","10.37","1141016440.55","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/rmbs",
"RPD","Rapid7, Inc.","48.11","2308912872.59","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rpd",
"RCMT","RCM Technologies, Inc.","3.65","46449819.7","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/rcmt",
"RNWK","RealNetworks, Inc.","3.33","126056484","n/a","1997","Technology","EDP Services","https://www.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","60.63","5674370794.5","n/a","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rp",
"RHT","Red Hat, Inc.","181.58","32096165779.44","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/rht",
"RDVT","Red Violet, Inc.","7.2","73919613.6","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rdvt",
"SOL","Renesola Ltd.","1.78","67760844.2","n/a","2008","Technology","Semiconductors","https://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","1.54","105945624.4","n/a","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/renn",
"RCII","Rent-A-Center Inc.","21.04","1135710080.64","n/a","1995","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/rcii",
"RESN","Resonant Inc.","2.96","80189043.28","n/a","2014","Technology","Semiconductors","https://www.nasdaq.com/symbol/resn",
"RXN","Rexnord Corporation","27.12","2841379973.76","n/a","2012","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rxn",
"RBBN","Ribbon Communications Inc. ","5.15","552444898.1","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/rbbn",
"RNG","Ringcentral, Inc.","105.79","8594951500.74","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/rng",
"RHI","Robert Half International Inc.","65.62","7813930513.8","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/rhi",
"RST","Rosetta Stone","22.96","542796694.16","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rst",
"RBCN","Rubicon Technology, Inc.","8.1","22207761.9","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/rbcn",
"RMBL","RumbleOn, Inc.","5.22","103198309.02","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/rmbl",
"SABR","Sabre Corporation","21.46","5912838519.76","n/a","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sabr",
"SFET","Safe-T Group Ltd.","2.2619","1506708.1375","666125","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sfet",
"SAIL","SailPoint Technologies Holdings, Inc.","28.55","2498472596.25","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sail",
"CRM","Salesforce.com Inc","159.81","123213510000","n/a","2004","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/crm",
"SANM","Sanmina Corporation","31","2121317693","n/a","1993","Technology","Electrical Products","https://www.nasdaq.com/symbol/sanm",
"SAP","SAP SE","108.86","129940725719.08","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sap",
"SPNS","Sapiens International Corporation N.V.","13.94","695473082.1","n/a","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/spns",
"SCSC","ScanSource, Inc.","37.85","972833644.7","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/scsc",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","73.3","4325002582.4","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/saic",
"SGMS","Scientific Games Corp","22.6","2084823693.6","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sgms",
"SEAC","SeaChange International, Inc.","1.43","51895942.67","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/seac",
