"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ADES","Advanced Emissions Solutions, Inc.","11.28","224648317.68","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ades",
"ASIX","AdvanSix Inc.","31.19","905335443.35","n/a","2016","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/asix",
"AEGN","Aegion Corp","16.91","536959700.34","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/aegn",
"AMTX","Aemetis, Inc","0.9257","18833771.0309","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/amtx",
"AEM","Agnico Eagle Mines Limited","44.67","10501456899","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/aem",
"APD","Air Products and Chemicals, Inc.","185.1","40653729752.1","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/apd",
"AKS","AK Steel Holding Corporation","2.85","901479313.35","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/aks",
"AGI","Alamos Gold Inc.","5.33","2085363821.84","n/a","2015","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/agi",
"AIN","Albany International Corporation","72.93","2353138011.51","n/a","n/a","Basic Industries","Textiles","https://www.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","86.21","9117040615.44","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/alb",
"AA","Alcoa Corporation","28.98","5375744327.52","n/a","2016","Basic Industries","Aluminum","https://www.nasdaq.com/symbol/aa",
"AXU","Alexco Resource Corp","1.41","152755232.04","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/axu",
"ALO","Alio Gold Inc.","0.7898","66901701.5414","n/a","2011","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/alo",
"ATI","Allegheny Technologies Incorporated","25.29","3178558374.84","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/ati",
"AAU","Almaden Minerals, Ltd.","0.619","69158839.061","n/a","2015","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/aau",
"ACH","Aluminum Corporation of China Limited","9.84","6700124073.12","n/a","2001","Basic Industries","Aluminum","https://www.nasdaq.com/symbol/ach",
"AMRK","A-Mark Precious Metals, Inc.","12.145","85396960.25","n/a","n/a","Basic Industries","Other Specialty Stores","https://www.nasdaq.com/symbol/amrk",
"AMRC","Ameresco, Inc.","16.23","751051462.38","n/a","2010","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/amrc",
"AVD","American Vanguard Corporation","18.97","575170589.7","n/a","n/a","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/avd",
"AMWD","American Woodmark Corporation","80.33","1355108700.09","n/a","1986","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/amwd",
"USAS","Americas Silver Corporation","1.73","77807308.79","n/a","2017","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/usas",
"AMRS","Amyris, Inc.","4.4","323648551.6","n/a","2010","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/amrs",
"AU","AngloGold Ashanti Limited","13.13","5404456539.69","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/au",
"AQMS","Aqua Metals, Inc.","3.81","169010422.71","n/a","2015","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/aqms",
"RKDA","Arcadia Biosciences, Inc.","7.21","34427165.99","n/a","2015","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/rkda",
"MT","ArcelorMittal","21.85","22053284162.55","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/mt",
"AGX","Argan, Inc.","48.26","751442898.94","n/a","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/agx",
"AKG","Asanko Gold Inc.","0.6769","152847143.2166","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/akg",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.39","33029008.91","n/a","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/apwc",
"ATIS","Attis Industries Inc.","0.35","9634263.45","n/a","n/a","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/atis",
"ATISW","Attis Industries Inc.","0.075","0","n/a","n/a","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/atisw",
"AUG","Auryn Resources Inc.","1.3","117627660.8","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/aug",
"ASM","Avino Silver","0.6573","41933353.3437","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/asm",
"AXTA","Axalta Coating Systems Ltd.","26.48","6203806822.8","n/a","2014","Basic Industries","Paints/Coatings","https://www.nasdaq.com/symbol/axta",
"BTG","B2Gold Corp","2.98","2979862404.46","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/btg",
"BCPC","Balchem Corporation","93.5","3017587303.5","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/bcpc",
"GOLD","Barrick Gold Corporation","13.35","23388957016.65","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gold",
"BDC","Belden Inc","58.18","2292257790.16","n/a","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/bdc",
"BHP","BHP Group Limited","52.81","133530085000","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/bhp",
