"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ADTN","ADTRAN, Inc.","14.91","712355711.13","n/a","1994","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/adtn",
"ADSW","Advanced Disposal Services, Inc.","26.86","2382276467.28","n/a","2016","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/adsw",
"AKTS","Akoustis Technologies, Inc.","6.45","192940159.35","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/akts",
"ALSK","Alaska Communications Systems Group, Inc.","1.81","96265715.18","n/a","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/alsk",
"AQN","Algonquin Power & Utilities Corp.","11.25","5499578621.25","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/aqn",
"AQNA","Algonquin Power & Utilities Corp.","26.79","0","n/a","2018","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/aqna",
"ALE","Allete, Inc.","83.23","4287963157.66","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ale",
"LNT","Alliant Energy Corporation","47.14","11128550751.5","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/lnt",
"ALTM","Altus Midstream Company","6.17","2004813811.85","n/a","2017","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/altm",
"AEE","Ameren Corporation","72.94","17843959834.26","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/aee",
"AMOV","America Movil, S.A.B. de C.V.","14.47","47768981782.18","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","14.55","48033081197.7","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/amx",
"AEP","American Electric Power Company, Inc.","83.18","41028191965.68","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/aep",
"AMID","American Midstream Partners, LP","3.99","214726414.56","n/a","2011","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/amid",
"AWR","American States Water Company","71.35","2623839526.75","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/awr",
"AWK","American Water Works","105.11","18998810871.67","n/a","2008","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/awk",
"AM","Antero Midstream Corporation","12.54","2349120043.38","n/a","2017","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/am",
"WTR","Aqua America, Inc.","35.57","6336642264.44","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/wtr",
"WAAS","AquaVenture Holdings Limited","20.11","538545800","n/a","2016","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/waas",
"AROC","Archrock, Inc.","9.84","1283278069.92","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/aroc",
"ARTNA","Artesian Resources Corporation","39.9","368925574.5","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/artna",
"T","AT&T Inc.","30.28","220577381657.24","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/t",
"TBB","AT&T Inc.","24.89","0","n/a","2017","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tbb",
"TBC","AT&T Inc.","25.05","0","n/a","2018","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tbc",
"ATTO","Atento S.A.","3.66","270507144.96","n/a","2014","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/atto",
"AY","Atlantica Yield plc","19.45","1949225707","n/a","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ay",
"ATO","Atmos Energy Corporation","101.81","11900433049.26","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/ato",
"ATNI","ATN International, Inc.","55.72","891706383.4","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/atni",
"AUDC","AudioCodes Ltd.","13.28","389650817.28","n/a","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/audc",
"AWX","Avalon Holdings Corporation","3.25","12360825.75","n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/awx",
"AGR","Avangrid, Inc.","49.49","15292670911.28","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/agr",
"AVYA","Avaya Holdings Corp.","14.62","1618368546.26","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/avya",
"AVA","Avista Corporation","41.49","2726559702.81","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ava",
"AZRE","Azure Power Global Limited","10.98","449523527.76","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/azre",
"BCE","BCE, Inc.","44.83","40275876577.38","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/bce",
"BKH","Black Hills Corporation","72.72","4363488334.8","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bkh",
"BEP","Brookfield Renewable Partners L.P.","31.04","5549989372.16","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bep",
"BT","BT Group plc","14.77","29311988686.26","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/bt",
"CDZI","Cadiz, Inc.","9.84","241247860.56","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cdzi",
"CWT","California Water  Service Group Holding","54.13","2601866710","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cwt",
"CWST","Casella Waste Systems, Inc.","34.16","1588398051.52","n/a","1997","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/cwst",
"CEL","Cellcom Israel, Ltd.","4.51","524047247.79","n/a","2007","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cel",
"CNP","CenterPoint Energy, Inc.","30.41","15241683704.64","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cnp",
"EBR","Centrais Electricas Brasileiras S.A.- Eletrobras","9.26","12525389200.98","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ebr",
"CEPU","Central Puerto S.A.","9.61","1454975382.25","n/a","2018","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cepu",
"CTL","CenturyLink, Inc.","12.1","13075977167","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctl",
"CQP","Cheniere Energy Partners, LP","42.88","20754311194.24","n/a","2007","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/cqp",
"LNG","Cheniere Energy, Inc.","69.31","17841483761.13","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/lng",
"CPK","Chesapeake Utilities Corporation","93.46","1530764610.66","n/a","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/cpk",
"CHL","China Mobile (Hong Kong) Ltd.","53.71","219947637258.09","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/chl",
"CHA","China Telecom Corp Ltd","53.69","43452390800","n/a","2002","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","12.49","38216902000","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/chu",
"CHT","Chunghwa Telecom Co., Ltd.","34.91","27081247477","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cht",
"CIEN","Ciena Corporation","39.43","6164336760.3","n/a","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cien",
"CBB","Cincinnati Bell Inc","9.15","460590668.7","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cbb",
"CLNE","Clean Energy Fuels Corp.","2.92","594141092.84","n/a","2007","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/clne",
"CLFD","Clearfield, Inc.","15.38","210128573.28","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","1.81","30069656.7","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clro",
"CWEN","Clearway Energy, Inc.","14.95","2891339089.6","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cwen",
"CMS","CMS Energy Corporation","55.3","15672025806.5","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","104","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cms^b",
"CMSA","CMS Energy Corporation","25.05","0","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cmsa",
"CMSC","CMS Energy Corporation","26.1","0","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cmsc",
"CMSD","CMS Energy Corporation","25.38","0","n/a","2019","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cmsd",
"CNXM","CNX Midstream Partners LP","14.95","951595845.2","n/a","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/cnxm",
"JCS","Communications Systems, Inc.","2.785","25506380.725","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcs",
"CIG","Comp En De Mn Cemig ADS","3.87","5643202587.21","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cig",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","11.2","7655310532.8","n/a","2002","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","9.94","2720134427.5","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elp",
"CTWS","Connecticut Water Service, Inc.","67.18","810198861.6","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/ctws",
"CNSL","Consolidated Communications Holdings, Inc.","10.5","747466660.5","n/a","2005","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cnsl",
